,Country,City,AccentCity,Region,Population,Latitude,Longitude
618174,cn,xian,Xian,26,3953191.0,34.258333,108.928611
618207,cn,xianyang,Xianyang,26,1034081.0,34.33778,108.70261
626537,cn,xingtai,Xingtai,10,611739.0,37.063056,114.494167
626902,cn,xining,Xining,6,767531.0,36.616667,101.766667
627596,cn,xinpu,Xinpu,4,392444.0,34.599722,119.159444
627875,cn,xintai,Xintai,25,222459.0,35.900556,117.751944
628217,cn,xinxiang,Xinxiang,9,743601.0,35.308889,113.867222
628362,cn,xinyang,Xinyang,9,1590668.0,32.095833,114.120278
630598,cn,xuanhua,Xuanhua,10,373422.0,40.610278,115.044722
630721,cn,xuchang,Xuchang,9,449258.0,34.016667,113.816667
631992,cn,xuzhou,Xuzhou,4,1199193.0,34.180454,117.15707
632596,cn,yancheng,Yancheng,4,628441.0,33.385556,120.125278
633950,cn,yangjiang,Yangjiang,30,399735.0,21.85,111.966667
635845,cn,yangzhou,Yangzhou,4,539715.0,32.397222,119.435833
636235,cn,yanji,Yanji,5,326957.0,42.771389,129.423333
636579,cn,yantai,Yantai,25,719332.0,37.533333,121.4
639456,cn,yibin,Yibin,32,242111.0,28.699702,104.549173
639466,cn,yichang,Yichang,12,476725.0,30.77135,111.321458
640028,cn,yinchuan,Yinchuan,21,475101.0,38.468056,106.273056
640128,cn,yingcheng,Yingcheng,12,265886.0,30.95,113.55
640362,cn,yingkou,Yingkou,19,591159.0,40.637318,122.502508
640756,cn,yining,Yining,13,257671.0,43.881111,81.24583299999998
641453,cn,yiyang,Yiyang,11,202608.0,28.589167,112.328333
644002,cn,yuci,Yuci,24,235929.0,37.680278,112.731944
644545,cn,yueyang,Yueyang,11,528140.0,29.140833,113.111111
645487,cn,yuncheng,Yuncheng,24,201950.0,35.023056,110.992778
648586,cn,zhangdian,Zhangdian,25,669770.0,36.790556,118.063333
649095,cn,zhangjiakou,Zhangjiakou,10,692602.0,40.81,114.879444
650250,cn,zhangzhou,Zhangzhou,7,589831.0,24.513333,117.655556
650330,cn,zhanjiang,Zhanjiang,30,637790.0,21.281452,110.342713
650995,cn,zhaoqing,Zhaoqing,30,361969.0,23.051157,112.459722
652073,cn,zhenjiang,Zhenjiang,4,632552.0,32.209167,119.434167
653726,cn,zhongshan,Zhongshan,1,342306.0,22.520576,113.382318
654800,cn,zhoukou,Zhoukou,9,377061.0,33.633333,114.633333
655847,cn,zhuhai,Zhuhai,30,501199.0,22.276944,113.567778
656411,cn,zhumadian,Zhumadian,9,253536.0,32.979444,114.029444
657144,cn,zhuzhou,Zhuzhou,11,709358.0,27.691868,113.152137
657264,cn,zigong,Zigong,32,689961.0,29.341622,104.776887
657985,cn,zunyi,Zunyi,18,466292.0,27.543056,106.823056
659175,co,armenia,Armenia,23,315332.0,4.533889,-75.681111
659600,co,barranquilla,Barranquilla,4,1380437.0,10.963889,-74.796389
659945,co,bello,Bello,2,392945.0,6.337315,-75.557951
660231,co,bogota,Bogotá,34,7102602.0,4.649178,-74.062827
660479,co,bucaramanga,Bucaramanga,26,571827.0,7.125392999999999,-73.119804
660502,co,buenaventura,Buenaventura,29,240391.0,3.880099,-77.031164
660881,co,cali,Cali,29,2392897.0,3.437222,-76.5225
661629,co,cartagena,Cartagena,35,952036.0,10.399722,-75.514444
664317,co,cucuta,Cúcuta,21,721406.0,7.893907,-72.50782099999998
668272,co,floridablanca,Floridablanca,26,252271.0,7.062222,-73.08644
670661,co,ibague,Ibagué,28,421689.0,4.438889,-75.232222
670882,co,itagui,Itagüí,2,281858.0,6.171944,-75.611389
676636,co,manizales,Manizales,37,357819.0,5.0688900000000015,-75.517383
677077,co,medellin,Medellín,2,2000001.0,6.2518400000000005,-75.563591
677622,co,monteria,Montería,12,272424.0,8.747983999999999,-75.881428
678035,co,neiva,Neiva,16,352859.0,2.927299,-75.281885
678681,co,palmira,Palmira,29,247991.0,3.539444,-76.303611
679031,co,pasto,Pasto,20,382242.0,1.213611,-77.281111
679303,co,pereira,Pereira,24,440123.0,4.813333,-75.696111
682853,co,santa marta,Santa Marta,38,431788.0,11.240791,-74.19904
683347,co,sincelejo,Sincelejo,27,261190.0,9.304722,-75.397778
683434,co,soacha,Soacha,33,313950.0,4.579368,-74.216819
683475,co,soledad,Soledad,4,342562.0,10.918433,-74.76459
684704,co,valledupar,Valledupar,10,308242.0,10.46314,-73.253224
685222,co,villavicencio,Villavicencio,19,321721.0,4.142002,-73.626645
687674,cr,san jose,San José,8,335056.0,9.933333,-84.083333
689187,cu,camaguey,Camagüey,5,347572.0,21.380833300000006,-77.9169444
691539,cu,guantanamo,Guantánamo,10,272808.0,20.1444444,-75.2091667
691750,cu,holguin,Holguín,12,319114.0,20.8872222,-76.2630556
693342,cu,las tunas,Las Tunas,13,203690.0,20.9616667,-76.95111109999998
696531,cu,santa clara,Santa Clara,16,250518.0,22.1666667,-79.7666667
696754,cu,santiago de cuba,Santiago de Cuba,15,555878.0,20.0247222,-75.8219444
702165,cz,brno,Brno,78,377407.0,49.2,16.633333
713812,cz,ostrava,Ostrava,85,317136.0,49.811852,18.255282
714981,cz,prague,Prague,52,1154508.0,50.083333,14.466667
722416,de,aachen,Aachen,7,251104.0,50.770833,6.105278
725123,de,augsburg,Augsburg,2,261842.0,48.366667,10.883333
727152,de,berlin,Berlin,16,3398362.0,52.51666700000001,13.4
727693,de,bielefeld,Bielefeld,7,327198.0,52.033333,8.533333
728551,de,bochum,Bochum,7,387061.0,51.483333,7.216667
729013,de,bonn,Bonn,7,314081.0,50.733333,7.1
729940,de,bremen,Bremen,3,546429.0,53.083333,8.8
730524,de,brunswick,Brunswick,6,245259.0,52.266667,10.533333
731652,de,chemnitz,Chemnitz,13,246654.0,50.833333,12.916667
731815,de,cologne,Cologne,7,968823.0,50.93333300000001,6.95
733974,de,dortmund,Dortmund,7,594255.0,51.516667,7.45
734216,de,dresden,Dresden,13,480801.0,51.05,13.75
734419,de,duisburg,Duisburg,7,505271.0,51.43333300000001,6.75
734643,de,dusseldorf,Düsseldorf,7,577139.0,51.216667,6.766667
737170,de,essen,Essen,7,576914.0,51.45,7.016667
738569,de,frankfurt,Frankfurt,5,648034.0,50.116667,8.683333
738724,de,freiburg,Freiburg,1,213920.0,48.0,7.85
740255,de,gelsenkirchen,Gelsenkirchen,7,271647.0,51.516667,7.05
744859,de,halle,Halle,14,232452.0,51.5,12.0
744968,de,hamburg,Hamburg,4,1733846.0,53.55,10.0
745172,de,hanover,Hanover,6,519144.0,52.366667,9.716667
752203,de,karlsruhe,Karlsruhe,1,284786.0,49.004722,8.385833
752928,de,kiel,Kiel,10,235264.0,54.333333,10.133333
756130,de,krefeld,Krefeld,7,239908.0,51.333333,6.566667
758380,de,leipzig,Leipzig,13,492637.0,51.3,12.333333
759968,de,lubeck,Lübeck,10,213171.0,53.86666700000001,10.7
760541,de,magdeburg,Magdeburg,14,224428.0,52.166667,11.666667
760882,de,mannheim,Mannheim,1,309626.0,49.488333,8.464722
763045,de,monchengladbach,Mönchengladbach,7,264969.0,51.2,6.433333
763822,de,munich,Munich,2,1246133.0,48.15,11.5833
763854,de,munster,Münster,7,272452.0,51.966667,7.633333
767224,de,nuremberg,Nuremberg,2,497593.0,49.447778,11.068333
767883,de,oberhausen,Oberhausen,7,220916.0,51.466667,6.85
782718,de,stuttgart,Stuttgart,1,591688.0,48.766667,9.183333
790106,de,wiesbaden,Wiesbaden,05,272337.0,50.083333,8.25
791819,de,wuppertal,Wuppertal,07,363240.0,51.266667,7.183333
792949,dj,jibuti,Jibuti,03,623891.0,11.595,43.148055600000006
793293,dk,arhus,Århus,18,226716.0,56.153423,10.22553
794171,dk,copenhagen,Copenhagen,17,1089958.0,55.666667,12.583333
807863,do,la romana,La Romana,12,208439.0,18.4166667,-68.9666667
811544,do,san pedro de macoris,San Pedro de Macorís,24,217901.0,18.45,-69.3
811608,do,santiago,Santiago,25,555911.0,19.45,-70.7
811613,do,santo domingo,Santo Domingo,05,2202016.0,18.4666667,-69.9
812738,dz,algiers,Algiers,01,1980242.0,36.7630556,3.0505556
814172,dz,constantine,Constantine,04,450126.0,36.365,6.614722200000001
821929,dz,wahran,Wahran,09,646025.0,35.6911111,-0.6416666999999999
823581,ec,cuenca,Cuenca,02,276964.0,-2.8833333,-78.9833333
824523,ec,guayaquil,Guayaquil,10,1952029.0,-2.1666667,-79.9
828562,ec,quito,Quito,18,1399814.0,-0.2166667,-78.5
829373,ec,santo domingo,Santo Domingo,18,200421.0,-0.25,-79.15
838060,ee,tallinn,Tallinn,01,394023.0,59.4338889,24.7280556
840437,eg,alexandria,Alexandria,06,3811512.0,31.198055600000004,29.9191667
841796,eg,aswan,Aswan,16,241282.0,24.0875,32.8988889
841798,eg,asyut,Asyut,17,420614.0,27.1827778,31.1827778
842667,eg,cairo,Cairo,11,7734602.0,30.05,31.25
843393,eg,el faiyum,El Faiyûm,04,306421.0,29.3077778,30.84
843844,eg,el mahalla el kubra,El Mahalla el Kubra,05,431088.0,30.976111100000004,31.166944399999995
845727,eg,gizeh,Gizeh,08,2443490.0,30.008611100000003,31.2122222
845976,eg,ismailia,Ismailia,07,284851.0,30.5833333,32.2666667
849903,eg,luxor,Luxor,23,422408.0,25.6833333,32.65
852045,eg,port said,Port Said,19,538377.0,31.2666667,32.3
852283,eg,qena,Qena,23,235390.0,26.17,32.7272222
853033,eg,sohag,Sohag,22,209440.0,26.55,31.7
853049,eg,suez,Suez,15,488124.0,29.9666667,32.55
853231,eg,tanta,Tanta,05,404934.0,30.7911111,30.998055600000004
854095,er,asmara,Asmara,00,563948.0,15.3333333,38.9333333
855176,es,a coruna,A Coruña,58,236010.0,43.366609,-8.406812
857336,es,badalona,Badalona,56,222413.0,41.447145,2.244789
857585,es,barcelona,Barcelona,56,1570378.0,41.398371,2.1741
858710,es,bilbao,Bilbao,59,349270.0,43.260919,-2.938764
860525,es,cartagena,Cartagena,31,201977.0,37.605121,-0.986232
864600,es,cordoba,Córdoba,51,311186.0,37.89155,-4.772748
868120,es,fuenlabrada,Fuenlabrada,29,202088.0,40.28418900000001,-3.794147
868682,es,gijon,Gijón,34,262573.0,43.535731,-5.661519
868881,es,granada,Granada,51,248942.0,37.178354,-3.5992010000000003
871772,es,las palmas,Las Palmas,53,365418.0,28.099727,-15.413429999999998
873329,es,madrid,Madrid,29,3102644.0,40.408566,-3.69222
873410,es,malaga,Málaga,51,557875.0,36.726666,-4.434802
875071,es,mostoles,Móstoles,29,212504.0,40.320923,-3.862849
875203,es,murcia,Murcia,31,410364.0,37.987041,-1.130042
876479,es,palma,Palma,07,378884.0,39.574337,2.655222
881729,es,sevilla,Sevilla,51,686647.0,37.382408,-5.976133
883991,es,valencia,Valencia,60,769897.0,39.466667,-0.366667
884030,es,valladolid,Valladolid,55,315859.0,41.655181,-4.72372
884659,es,vigo,Vigo,58,286585.0,42.232823,-8.722636999999999
886178,es,vitoria,Vitoria,59,224774.0,42.85,-2.666667
886361,es,zaragoza,Zaragoza,52,635509.0,41.64531,-0.884861
886916,et,addis abeba,Addis Abeba,44,2757807.0,9.024325,38.749226
891209,et,dire dawa,Dire Dawa,48,252347.0,9.593056,41.866111
896756,et,nazret,Nazret,51,214034.0,8.55,39.266667
900546,fi,espoo,Espoo,13,229528.0,60.216667,24.666667
901447,fi,helsinki,Helsinki,13,558457.0,60.17555600000001,24.934167
911309,fi,tampere,Tampere,15,202688.0,61.5,23.75
922497,fr,bordeaux,Bordeaux,97,219311.0,44.840439,-0.5805
954397,fr,lyon,Lyon,B9,463700.0,45.748457,4.846711
955700,fr,marseille,Marseille,B8,792823.0,43.285413,5.37606
958827,fr,montpellier,Montpellier,A9,238887.0,43.61092,3.87723
959899,fr,nantes,Nantes,B5,284677.0,47.216509,-1.5523790000000002
960400,fr,nice,Nice,B8,341621.0,43.713644,7.259519999999998
962094,fr,paris,Paris,A8,2110694.0,48.866667,2.333333
966191,fr,rennes,Rennes,A2,213334.0,48.111981,-1.674291
976383,fr,strasbourg,Strasbourg,C1,273506.0,48.600381,7.787355000000002
977683,fr,toulouse,Toulouse,B3,411145.0,43.599516,1.433188
984391,ga,libreville,Libreville,01,578156.0,0.3833333,9.45
987855,gb,belfast,Belfast,R3,585994.0,54.583333,-5.933333
988110,gb,birmingham,Birmingham,A7,984336.0,52.466667,-1.916667
988583,gb,bradford,Bradford,B4,299310.0,53.783333,-1.75
988821,gb,bristol,Bristol,B7,430714.0,51.45,-2.583333
989414,gb,cardiff,Cardiff,X5,302142.0,51.5,-3.2
990616,gb,coventry,Coventry,C7,308314.0,52.416667,-1.55
991215,gb,derby,Derby,D2,235029.0,52.933333,-1.5
991950,gb,edinburgh,Edinburgh,U8,435794.0,55.95,-3.2
992962,gb,glasgow,Glasgow,V2,610271.0,55.833333,-4.25
995226,gb,kingston upon hull,Kingston upon Hull,G6,302297.0,53.716667,-0.333333
995751,gb,leeds,Leeds,H3,455124.0,53.8,-1.583333
995768,gb,leicester,Leicester,H4,339240.0,52.63333299999999,-1.133333
995769,gb,leicester,Leicester,H5,339240.0,52.664913,-1.034894
996117,gb,liverpool,Liverpool,H8,468946.0,53.416667,-3.0
996635,gb,london,London,H9,7421228.0,51.514125,-0.093689
997036,gb,manchester,Manchester,I2,395516.0,53.5,-2.216667
998396,gb,nottingham,Nottingham,J8,246655.0,52.966667,-1.166667
999060,gb,plymouth,Plymouth,K4,247298.0,50.396389,-4.138611
999561,gb,reading,Reading,K7,244071.0,51.43333300000001,-1.0
1000568,gb,sheffield,Sheffield,L9,447048.0,53.36666700000001,-1.5
1000965,gb,southampton,Southampton,M4,246201.0,50.9,-1.4
1001450,gb,stoke-on-trent,Stoke-on-Trent,N4,260420.0,53.0,-2.183333
1003869,gb,wolverhampton,Wolverhampton,Q3,252792.0,52.583333,-2.1333330000000004
1010687,ge,tbilisi,Tbilisi,19,1049516.0,41.725,44.7908333
1013451,gh,accra,Accra,01,1963460.0,5.55,-0.2166667
1021778,gh,kumasi,Kumasi,02,1468797.0,6.6833333,-1.6166667
1026295,gh,tamale,Tamale,06,360644.0,9.4,-0.8333333
1026511,gh,tema,Tema,08,351556.0,5.6166667000000015,-0.0166667
1030690,gm,serekunda,Serekunda,05,218790.0,13.4425,-16.681388899999998
1032155,gn,conakry,Conakry,04,1871185.0,9.509166699999998,-13.712222199999998
1043967,gr,athens,Athens,35,729139.0,37.9833333,23.7333333
1062185,gr,thessaloniki,Thessaloníki,13,354291.0,40.6402778,22.9438889
1067487,gt,guatemala city,Guatemala City,7,973208.0,14.621111,-90.526944
1067488,gt,guatemala,Guatemala,7,973208.0,14.621111,-90.526944
1068976,gt,mixco,Mixco,7,460576.0,14.633333,-90.606389
1071631,gt,villa nueva,Villa Nueva,7,397158.0,14.526944,-90.5875
1072472,gw,bissau,Bissau,11,388094.0,11.85,-15.5833333
1076982,gy,georgetown,Georgetown,12,235017.0,6.8,-58.1666667
1089541,hn,san pedro sula,San Pedro Sula,6,489506.0,15.5,-88.0333333
1090183,hn,tegucigalpa,Tegucigalpa,8,850961.0,14.1,-87.2166667
1102706,hr,zagreb,Zagreb,21,698967.0,45.8,16.0
1105054,ht,carrefour,Carrefour,11,439590.0,18.5383333,-72.4122222
1106176,ht,delmas,Delmas,11,377194.0,18.5447222,-72.30277779999999
1111980,ht,port-au-prince,Port-au-Prince,11,1234750.0,18.5391667,-72.335
1116114,hu,budapest,Budapest,5,1708088.0,47.5,19.083333
1117224,hu,debrecen,Debrecen,7,204825.0,47.533333,21.633333
1134333,id,ambon,Ambon,28,355607.0,-3.695426,128.181405
1139281,id,balikpapan,Balikpapan,14,433939.0,-1.283333,116.833333
1139953,id,banda aceh,Banda Aceh,1,250796.0,5.5577,95.3222
1140434,id,bandung,Bandung,30,1699822.0,-6.903889,107.61861100000002
1142235,id,banjarmasin,Banjarmasin,12,572910.0,-3.333333,114.583333
1147239,id,bekasi,Bekasi,30,1520204.0,-6.2349,106.9896
1148206,id,bengkulu,Bengkulu,3,309759.0,-3.8,102.266667
1149755,id,binjai,Binjai,26,228794.0,3.564,98.724
1152198,id,bogor,Bogor,30,769328.0,-6.594444,106.789167
1159576,id,ciampea,Ciampea,30,207445.0,-6.540278,106.695556
1159828,id,cibadak,Cibadak,30,229745.0,-6.536389,106.770278
1163784,id,cilegon,Cilegon,33,299790.0,-6.0144,106.0542
1163950,id,cileungsi,Cileungsi,30,202360.0,-6.394722,106.959167
1164260,id,cimahi,Cimahi,30,378027.0,-6.698333,107.275278
1165963,id,ciputat,Ciputat,30,207848.0,-6.2375,106.695556
1166170,id,cirebon,Cirebon,30,254314.0,-6.7063,108.557
1170808,id,denpasar,Denpasar,2,405959.0,-8.65,115.216667
1170840,id,depok,Depok,30,1198195.0,-6.343333,106.498889
1186762,id,jakarta,Jakarta,4,8540306.0,-6.174444,106.829444
1187051,id,jambi,Jambi,5,420391.0,-1.6,103.616667
1188954,id,jember,Jember,8,298620.0,-8.1705,113.702
1201947,id,kediri,Kediri,8,235171.0,-7.816667,112.016667
1204405,id,kendari,Kendari,22,235329.0,-3.945,122.498889
1211845,id,kupang,Kupang,18,282421.0,-10.166667,123.583333
1220257,id,loa janan,Loa Janan,14,212820.0,-0.583333,117.083333
1223241,id,majalaya,Majalaya,30,226720.0,-7.0485,107.7631
1223442,id,makasar,Makasar,38,1321832.0,-5.14,119.4221
1223672,id,malang,Malang,8,746780.0,-7.9797,112.6304
1224181,id,manado,Manado,31,451910.0,1.487,124.8455
1226882,id,mataram,Mataram,17,318712.0,-8.583333,116.116667
1227528,id,medan,Medan,26,1751190.0,3.583333,98.666667
1239953,id,pacet,Pacet,30,328324.0,-6.750278,107.046667
1240329,id,padang,Padang,24,840458.0,-0.953154,100.367659
1242260,id,palembang,Palembang,32,1241334.0,-2.916667,104.75
1242659,id,palu,Palu,21,282461.0,-0.8917,119.8707
1250623,id,pekalongan,Pekalongan,7,257973.0,-6.8886,109.6753
1257445,id,pontianak,Pontianak,11,455226.0,-0.033333,109.333333
1260283,id,purwakarta,Purwakarta,30,215816.0,-6.5569440000000005,107.443333
1260360,id,purwokerto,Purwokerto,7,217245.0,-7.421389,109.234444
1264224,id,rengasdengklok,Rengasdengklok,30,201687.0,-6.159167,107.298056
1267252,id,samarinda,Samarinda,14,355223.0,-0.5,117.15
1271684,id,semarang,Semarang,7,1288221.0,-6.9932,110.4203
1281084,id,sukabumi,Sukabumi,30,276431.0,-6.918056,106.926667
1282989,id,sumedang,Sumedang,30,206919.0,-6.858611,107.916389
1284052,id,surabaya,Surabaya,8,2374920.0,-7.249167,112.750833
1284080,id,surakarta,Surakarta,7,555368.0,-7.556111,110.831667
1286511,id,tambun,Tambun,30,314271.0,-6.105278,107.222222
1287912,id,tangerang,Tangerang,30,1372185.0,-6.178056,106.63
1289762,id,tasikmalaya,Tasikmalaya,30,271160.0,-7.3274,108.2207
1290993,id,tegal,Tegal,7,237110.0,-6.8694,109.1402
1308809,id,yogyakarta,Yogyakarta,10,636711.0,-7.782777999999999,110.360833
1313066,ie,dublin,Dublin,7.0,1024027.0,53.3330556,-6.2488889
1318245,il,ashdod,Ashdod,1.0,202681.0,31.736056,34.655944
1318246,il,ashdod,Ashdod,2.0,202681.0,31.792133000000003,34.649656
1319330,il,haifa,Haifa,4.0,269961.0,32.815556,34.989167
1319590,il,jerusalem,Jerusalem,6.0,714685.0,31.78,35.23
1321407,il,tel aviv-yafo,Tel Aviv-Yafo,5.0,370480.0,32.067778000000004,34.764722
1322027,in,agartala,Agartala,26.0,203292.0,23.836389,91.275
1322061,in,agra,Agra,36.0,1430194.0,27.183333,78.016667
1322103,in,ahmadabad,Ahmadabad,9.0,3719933.0,23.033333,72.616667
1322109,in,ahmadnagar,Ahmadnagar,16.0,367168.0,19.083333,74.733333
1322180,in,aizawl,Aizawl,31.0,265353.0,23.724444,92.7175
1322210,in,ajmer,Ajmer,24.0,517947.0,26.45,74.633333
1322285,in,akola,Akola,16.0,428892.0,20.733333,77.0
1322398,in,aligarh,Aligarh,36.0,753280.0,27.883333,78.083333
1322438,in,allahabad,Allahabad,36.0,1073544.0,25.45,81.85
1322501,in,alwar,Alwar,24.0,283248.0,27.566667,76.6
1322613,in,ambarnath,Ambarnath,16.0,217778.0,19.2,73.166667
1322621,in,ambattur,Ambattur,25.0,341078.0,13.076667,80.088611
1322769,in,amravati,Amravati,16.0,603885.0,20.933333,77.75
1322775,in,amritsar,Amritsar,23.0,1092528.0,31.633056,74.86555600000001
1322830,in,anantapur,Anantapur,2.0,240469.0,14.683333,77.6
1323064,in,ara,Ara,34.0,223700.0,25.566667,84.666667
1323286,in,asansol,Asansol,28.0,504320.0,23.683333,86.983333
1323522,in,aurangabad,Aurangabad,16.0,1016520.0,19.883333,75.333333
1323543,in,avadi,Avadi,25.0,250066.0,13.115556,80.101667
1324492,in,bally,Bally,28.0,297001.0,22.646111,88.340278
1324808,in,bangalore,Bangalore,19.0,4931603.0,12.983333,77.583333
1325174,in,baranagar,Baranagar,28.0,260097.0,22.643333,88.365278
1325202,in,barasat,Barasat,28.0,298270.0,22.684167,88.44111099999998
1325260,in,barddhaman,Barddhaman,28.0,301754.0,23.240556,87.869444
1325291,in,bareli,Bareli,36.0,745509.0,28.35,79.416667
1326046,in,belgaum,Belgaum,19.0,428756.0,15.866667,74.5
1326082,in,bellary,Bellary,19.0,336710.0,15.15,76.93333299999998
1326379,in,bhagalpur,Bhagalpur,34.0,361587.0,25.25,87.0
1326686,in,bharatpur,Bharatpur,24.0,229400.0,27.216667,77.483333
1326820,in,bhatpara,Bhatpara,28.0,483175.0,22.871389,88.408889
1326877,in,bhavnagar,Bhavnagar,9.0,555014.0,21.766667,72.15
1326985,in,bhilai,Bhilai,37.0,625203.0,21.216667,81.43333299999998
1326998,in,bhilwara,Bhilwara,24.0,326454.0,25.35,74.633333
1327069,in,bhiwandi,Bhiwandi,16.0,707090.0,19.3,73.06666700000002
1327153,in,bhopal,Bhopal,35.0,1600080.0,23.266667,77.4
1327180,in,bhubaneswar,Bhubaneswar,21.0,762307.0,20.233333,85.833333
1327333,in,bidar,Bidar,19.0,204088.0,17.9,77.55
1327365,in,bihar,Bihar,34.0,244256.0,25.183333,85.516667
1327396,in,bijapur,Bijapur,19.0,271087.0,16.833333,75.7
1327450,in,bikaner,Bikaner,24.0,576056.0,28.016667,73.3
1327487,in,bilaspur,Bilaspur,37.0,282736.0,22.083333,82.15
1327882,in,bokaro,Bokaro,38.0,418578.0,23.783333,85.966667
1327914,in,bombay,Bombay,16.0,12692717.0,18.975,72.82583299999997
1328092,in,brahmapur,Brahmapur,21.0,324753.0,19.316667,84.783333
1328323,in,burhanpur,Burhanpur,35.0,202717.0,21.3,76.233333
1328402,in,calcutta,Calcutta,28.0,4631819.0,22.569722,88.369722
1328901,in,chandigarh,Chandigarh,5.0,914374.0,30.7343,76.7933
1328962,in,chandrapur,Chandrapur,16.0,328377.0,19.95,79.3
1330830,in,darbhanga,Darbhanga,34.0,287180.0,26.166667,85.9
1331144,in,dehra dun,Dehra Dun,39.0,522135.0,30.316667,78.033333
1331162,in,delhi,Delhi,7.0,10928270.0,28.666667,77.216667
1331473,in,dewas,Dewas,35.0,261245.0,22.966667,76.06666700000002
1331625,in,dhanbad,Dhanbad,38.0,219660.0,23.8,86.45
1332106,in,dhule,Dhule,16.0,367010.0,20.9,74.783333
1332323,in,dindigul,Dindigul,25.0,200814.0,10.35,77.95
1332884,in,durgapur,Durgapur,28.0,518922.0,23.483333,87.31666700000002
1332891,in,durg,Durg,37.0,255310.0,21.183333,81.283333
1333081,in,etawah,Etawah,36.0,257472.0,26.7769,79.0239
1333132,in,faridabad,Faridabad,10.0,1280909.0,28.433333,77.31666700000002
1333145,in,farrukhabad,Farrukhabad,36.0,241176.0,27.4,79.56666700000002
1333237,in,firozabad,Firozabad,36.0,306439.0,27.15,78.416667
1333530,in,gandhinagar,Gandhinagar,9.0,231314.0,23.216667,72.68333299999998
1333581,in,ganganagar,Ganganagar,24.0,231855.0,29.916667,73.883333
1333978,in,gaya,Gaya,34.0,423737.0,24.783333,85.0
1334169,in,ghaziabad,Ghaziabad,36.0,1199306.0,28.666667,77.43333299999998
1334732,in,gorakhpur,Gorakhpur,36.0,674312.0,26.755,83.373889
1334999,in,gulbarga,Gulbarga,19.0,483655.0,17.333333,76.833333
1335163,in,guntur,Guntur,2.0,530636.0,16.3,80.45
1335293,in,guwahati,Guwahati,3.0,899132.0,26.183333,91.733333
1335299,in,gwalior,Gwalior,35.0,882551.0,26.223611,78.179167
1335442,in,haldia,Haldia,28.0,207466.0,22.025278,88.05833299999998
1335624,in,haora,Haora,28.0,1027771.0,22.589167,88.310278
1335632,in,hapur,Hapur,36.0,242944.0,28.716667,77.783333
1336195,in,hisar,Hisar,10.0,296456.0,29.166667,75.716667
1336309,in,hubli,Hubli,19.0,840285.0,15.35,75.166667
1336412,in,hyderabad,Hyderabad,2.0,3598199.0,17.375278,78.47444399999998
1336429,in,ichalkaranji,Ichalkaranji,16.0,274405.0,16.7,74.466667
1336518,in,imphal,Imphal,17.0,223537.0,24.816667,93.95
1336558,in,indore,Indore,35.0,1837230.0,22.716667,75.833333
1336731,in,jabalpur,Jabalpur,35.0,1030276.0,23.166667,79.95
1336928,in,jaipur,Jaipur,24.0,2711937.0,26.916667,75.81666700000002
1337052,in,jalandhar,Jalandhar,23.0,785234.0,31.325556,75.579167
1337107,in,jalna,Jalna,16.0,262055.0,19.833333,75.883333
1337198,in,jammu,Jammu,12.0,465600.0,32.733333,74.866667
1337199,in,jamnagar,Jamnagar,9.0,492087.0,22.466667,70.06666700000001
1337226,in,jamshedpur,Jamshedpur,38.0,616404.0,22.8,86.18333299999998
1337679,in,jhansi,Jhansi,36.0,412968.0,25.433333,78.583333
1337917,in,jodhpur,Jodhpur,24.0,921540.0,26.286667,73.03
1338431,in,kakinada,Kakinada,2.0,292956.0,16.933332999999998,82.216667
1338821,in,kalyan,Kalyan,16.0,1262355.0,19.25,73.15
1338877,in,kamarhati,Kamarhati,28.0,332997.0,22.671111,88.37472199999998
1339286,in,kanpur,Kanpur,36.0,2823523.0,26.466667,80.35
1339601,in,karimnagar,Karimnagar,2.0,228770.0,18.433333,79.15
1339678,in,karnal,Karnal,10.0,225064.0,29.683333,76.983333
1340719,in,kharagpur,Kharagpur,28.0,219686.0,22.333333,87.333333
1341599,in,kochi,Kochi,13.0,604751.0,9.966667,76.233333
1341766,in,kolhapur,Kolhapur,16.0,516184.0,16.7,74.216667
1341794,in,kollam,Kollam,13.0,394198.0,8.880556,76.591667
1341975,in,korba,Korba,37.0,419326.0,22.35,82.68333299999998
1342061,in,kota,Kota,24.0,763141.0,25.183333,75.833333
1342539,in,kulti,Kulti,28.0,305434.0,23.733333,86.85
1343277,in,lakhnau,Lakhnau,36.0,2472250.0,26.85,80.916667
1343622,in,latur,Latur,16.0,348994.0,18.4,76.583333
1343994,in,ludhiana,Ludhiana,23.0,1545476.0,30.9,75.85
1344273,in,madras,Madras,25.0,4328416.0,13.083333,80.283333
1344292,in,madurai,Madurai,25.0,909988.0,9.933333,78.116667
1344658,in,maisuru,Maisuru,19.0,868385.0,12.307222,76.649722
1344899,in,malegaon,Malegaon,16.0,435397.0,20.55,74.533333
1345375,in,mangaluru,Mangaluru,19.0,417423.0,12.863889,74.835278
1346001,in,mathura,Mathura,36.0,330543.0,27.5,77.68333299999998
1346098,in,mau,Mau,36.0,246074.0,25.941667,83.561111
1346542,in,mirzapur,Mirzapur,36.0,220051.0,25.15,82.583333
1346816,in,moradabad,Moradabad,36.0,721210.0,28.833333000000003,78.783333
1347250,in,munger,Munger,34.0,203185.0,25.383333,86.466667
1347453,in,muzaffarnagar,Muzaffarnagar,36.0,349741.0,29.466667,77.68333299999998
